,Age,SkinType,SkinConcerns,SkinTyone,Skin Brightening
274340,55-120,Combination,Dullness,Olive,Citrus Aurantifolia
274341,18-24,Normal,Acne,Fair,Citrus Aurantifolia
274346,45-54,Normal,Acne,Fair,Citrus Aurantifolia
274350,18-24,Combination,Blackheads,Light,Citrus Aurantifolia
274352,13-17,Combination,Acne,Dark,Citrus Aurantifolia
274353,18-24,Oily,Acne,Tan,Citrus Aurantifolia
274357,18-24,Normal,Blackheads,Fair,Citrus Aurantifolia
274358,25-34,Dry,Acne,Fair,Citrus Aurantifolia
274359,18-24,Oily,Blackheads,Deep,Citrus Aurantifolia
274364,18-24,Combination,Uneven skin tones,Deep,Citrus Aurantifolia
274366,18-24,Oily,Blackheads,Medium,Citrus Aurantifolia
274369,25-34,Combination,Blackheads,Medium,Citrus Aurantifolia
274371,25-34,Oily,Aging,Deep,Citrus Aurantifolia
274373,25-34,Normal,Acne,Fair,Citrus Aurantifolia
274374,18-24,Oily,Sensitivity,Olive,Citrus Aurantifolia
274375,13-17,Oily,Acne,Medium,Citrus Aurantifolia
274379,55-120,Combination,Acne,Light,Citrus Aurantifolia
274384,18-24,Combination,Redness,Fair,Citrus Aurantifolia
274385,25-34,Combination,Redness,Light,Citrus Aurantifolia
274386,55-120,Combination,Acne,Medium,Citrus Aurantifolia
274394,25-34,Dry,Cuticles,Medium,Citrus Aurantifolia
274396,25-34,Combination,Dark circles,Light,Citrus Aurantifolia
274398,18-24,Dry,Acne,Fair,Citrus Aurantifolia
274402,18-24,Normal,Cellulite,Ebony,Citrus Aurantifolia
274408,18-24,Normal,Dark circles,Tan,Citrus Aurantifolia
274409,18-24,Normal,Sensitivity,Fair,Citrus Aurantifolia
274411,18-24,Combination,Dark circles,Medium,Citrus Aurantifolia
274420,18-24,Normal,Sensitivity,Light,Citrus Aurantifolia
274425,25-34,Normal,Sensitivity,Fair,"Glycolic Acid,Phytic Acid"
274428,13-17,Oily,Acne,Medium,"Glycolic Acid,Phytic Acid"
274429,25-34,Normal,Aging,Light,"Glycolic Acid,Phytic Acid"
274432,35-44,Normal,Acne,Fair,"Glycolic Acid,Phytic Acid"
274439,25-34,Oily,Blackheads,Medium,"Licorice,fruit,Ginkgo Biloba"
274442,25-34,Normal,Aging,Fair,"Lactic Acid,Sodium Lactate"
274443,35-44,Combination,Acne,Fair,"Lactic Acid,Sodium Lactate"
274444,25-34,Combination,Dark circles,Fair,"Lactic Acid,Sodium Lactate"
274445,35-44,Dry,Aging,Olive,"Lactic Acid,Sodium Lactate"
274446,18-24,Dry,Sensitivity,Medium,"Lactic Acid,Sodium Lactate"
274447,35-44,Dry,Sun damage,Olive,"Lactic Acid,Sodium Lactate"
274448,25-34,Combination,Acne,Fair,"Lactic Acid,Sodium Lactate"
274449,25-34,Combination,Acne,Medium,"Lactic Acid,Sodium Lactate"
274450,18-24,Dry,Dark circles,Tan,"Lactic Acid,Sodium Lactate"
274451,18-24,Normal,Aging,Light,"Lactic Acid,Sodium Lactate"
274452,45-54,Oily,Acne,Medium,"Lactic Acid,Sodium Lactate"
274453,25-34,Normal,Aging,Medium,"Lactic Acid,Sodium Lactate"
274454,18-24,Combination,Blackheads,Fair,"Lactic Acid,Sodium Lactate"
274456,25-34,Combination,Acne,Light,"Lactic Acid,Sodium Lactate"
274457,25-34,Combination,Dark circles,Medium,"Lactic Acid,Sodium Lactate"
274459,25-34,Oily,Acne,Light,"Lactic Acid,Sodium Lactate"
274460,35-44,Combination,Acne,Medium,"Lactic Acid,Sodium Lactate"
274461,18-24,Combination,Acne,Light,"Lactic Acid,Sodium Lactate"
274462,18-24,Combination,Cellulite,Deep,"Lactic Acid,Sodium Lactate"
274463,25-34,Dry,Dark circles,Light,"Lactic Acid,Sodium Lactate"
274465,35-44,Normal,Dark circles,Olive,"Lactic Acid,Sodium Lactate"
274466,13-17,Combination,Acne,Fair,"Lactic Acid,Sodium Lactate"
274467,18-24,Dry,Aging,Medium,"Lactic Acid,Sodium Lactate"
274471,25-34,Dry,Aging,Porcelain,"Lactic Acid,Sodium Lactate"
274472,18-24,Dry,Redness,Porcelain,"Lactic Acid,Sodium Lactate"
274473,55-120,Dry,Dullness,Light,"Lactic Acid,Sodium Lactate"
274475,25-34,Combination,Cuticles,Medium,"Lactic Acid,Sodium Lactate"
274476,25-34,Combination,Acne,Tan,"Lactic Acid,Sodium Lactate"
274477,18-24,Dry,Blackheads,Light,"Lactic Acid,Sodium Lactate"
274478,18-24,Combination,Cellulite,Light,"Lactic Acid,Sodium Lactate"
274480,25-34,Combination,Aging,Fair,"Lactic Acid,Sodium Lactate"
274481,25-34,Dry,Aging,Light,"Lactic Acid,Sodium Lactate"
274482,18-24,Combination,Acne,Medium,"Lactic Acid,Sodium Lactate"
274483,13-17,Combination,Acne,Deep,"Lactic Acid,Sodium Lactate"
274484,18-24,Combination,Dark circles,Fair,"Lactic Acid,Sodium Lactate"
274485,13-17,Normal,Acne,Fair,"Lactic Acid,Sodium Lactate"
274486,25-34,Combination,Acne,Porcelain,"Lactic Acid,Sodium Lactate"
274487,25-34,Oily,Acne,Tan,"Lactic Acid,Sodium Lactate"
274488,25-34,Combination,Aging,Medium,"Lactic Acid,Sodium Lactate"
274491,13-17,Combination,Blackheads,Olive,"Lactic Acid,Sodium Lactate"
274492,18-24,Combination,Aging,Light,"Lactic Acid,Sodium Lactate"
274493,25-34,Dry,Aging,Fair,"Lactic Acid,Sodium Lactate"
274494,35-44,Combination,Acne,Light,"Lactic Acid,Sodium Lactate"
274496,18-24,Combination,Acne,Fair,"Lactic Acid,Sodium Lactate"
274498,45-54,Combination,Acne,Fair,"Lactic Acid,Sodium Lactate"
274499,25-34,Combination,Sensitivity,Light,"Lactic Acid,Sodium Lactate"
274500,18-24,Combination,Redness,Fair,"Lactic Acid,Sodium Lactate"
274501,25-34,Dry,Acne,Medium,"Lactic Acid,Sodium Lactate"
274502,18-24,Normal,Dullness,Light,"Lactic Acid,Sodium Lactate"
274503,25-34,Dry,Acne,Olive,"Lactic Acid,Sodium Lactate"
274504,18-24,Combination,Aging,Medium,"Lactic Acid,Sodium Lactate"
274505,18-24,Combination,Aging,Tan,"Lactic Acid,Sodium Lactate"
274506,13-17,Oily,Acne,Fair,"Lactic Acid,Sodium Lactate"
274510,13-17,Combination,Acne,Olive,"Lactic Acid,Sodium Lactate"
274513,25-34,Combination,Blackheads,Light,"Lactic Acid,Sodium Lactate"
274515,55-120,Normal,Blackheads,Light,"Lactic Acid,Sodium Lactate"
274516,35-44,Combination,Aging,Fair,"Lactic Acid,Sodium Lactate"
274517,25-34,Oily,Acne,Medium,"Lactic Acid,Sodium Lactate"
274519,18-24,Dry,Dullness,Porcelain,"Lactic Acid,Sodium Lactate"
274520,18-24,Oily,Acne,Fair,"Lactic Acid,Sodium Lactate"
274521,18-24,Oily,Acne,Deep,"Lactic Acid,Sodium Lactate"
274522,18-24,Combination,Dark circles,Olive,"Lactic Acid,Sodium Lactate"
274523,18-24,Combination,Dullness,Olive,"Lactic Acid,Sodium Lactate"
274526,25-34,Dry,Acne,Fair,"Lactic Acid,Sodium Lactate"
274527,18-24,Normal,Acne,Light,"Lactic Acid,Sodium Lactate"
274528,18-24,Combination,Acne,Deep,"Lactic Acid,Sodium Lactate"
274530,13-17,Dry,Aging,Light,"Lactic Acid,Sodium Lactate"
274531,18-24,Combination,Sensitivity,Medium,"Lactic Acid,Sodium Lactate"
274532,45-54,Combination,Sensitivity,Light,"Lactic Acid,Sodium Lactate"
274533,18-24,Normal,Aging,Fair,"Lactic Acid,Sodium Lactate"
274534,55-120,Normal,Acne,Tan,"Lactic Acid,Sodium Lactate"
274537,18-24,Normal,Dark circles,Fair,"Lactic Acid,Sodium Lactate"
274538,18-24,Dry,Sensitivity,Fair,"Lactic Acid,Sodium Lactate"
274540,25-34,Combination,Dullness,Medium,"Lactic Acid,Sodium Lactate"
274541,55-120,Combination,Blackheads,Fair,"Lactic Acid,Sodium Lactate"
274543,18-24,Combination,Aging,Fair,"Lactic Acid,Sodium Lactate"
274544,55-120,Combination,Aging,Medium,"Lactic Acid,Sodium Lactate"
274545,25-34,Dry,Acne,Light,"Lactic Acid,Sodium Lactate"
274553,18-24,Combination,Aging,Olive,"Lactic Acid,Sodium Lactate"
274555,35-44,Dry,Aging,Medium,"Lactic Acid,Sodium Lactate"
274556,25-34,Combination,Aging,Tan,"Lactic Acid,Sodium Lactate"
274557,18-24,Oily,Dullness,Deep,"Lactic Acid,Sodium Lactate"
274562,13-17,Dry,Aging,Olive,"Lactic Acid,Sodium Lactate"
274564,55-120,Normal,Aging,Light,"Lactic Acid,Sodium Lactate"
274568,25-34,Combination,Blackheads,Porcelain,"Lactic Acid,Sodium Lactate"
274571,18-24,Dry,Aging,Porcelain,"Lactic Acid,Sodium Lactate"
274572,25-34,Dry,Dullness,Medium,"Lactic Acid,Sodium Lactate"
274573,25-34,Combination,Dark circles,Light,"Lactic Acid,Sodium Lactate"
274580,25-34,Combination,Acne,Deep,"Lactic Acid,Sodium Lactate"
274581,35-44,Dry,Dullness,Light,"Lactic Acid,Sodium Lactate"
274585,55-120,Normal,Sensitivity,Porcelain,"Lactic Acid,Sodium Lactate"
274586,25-34,Combination,Dullness,Light,"Lactic Acid,Sodium Lactate"
274587,18-24,Combination,Dullness,Porcelain,"Lactic Acid,Sodium Lactate"
274588,13-17,Combination,Acne,Medium,"Lactic Acid,Sodium Lactate"
274590,13-17,Dry,Redness,Medium,"Lactic Acid,Sodium Lactate"
274598,18-24,Combination,Dullness,Light,"Lactic Acid,Sodium Lactate"
274600,25-34,Combination,Blackheads,Fair,"Lactic Acid,Sodium Lactate"
274601,55-120,Combination,Acne,Deep,"Lactic Acid,Sodium Lactate"
274602,18-24,Oily,Acne,Medium,"Lactic Acid,Sodium Lactate"
274604,55-120,Combination,Aging,Light,"Lactic Acid,Sodium Lactate"
274605,18-24,Dry,Dullness,Light,"Lactic Acid,Sodium Lactate"
274611,25-34,Combination,Sensitivity,Medium,"Lactic Acid,Sodium Lactate"
274612,18-24,Dry,Aging,Fair,"Lactic Acid,Sodium Lactate"
274614,25-34,Dry,Dark circles,Fair,"Lactic Acid,Sodium Lactate"
274617,18-24,Dry,Dullness,Olive,"Lactic Acid,Sodium Lactate"
274618,25-34,Combination,Redness,Light,"Lactic Acid,Sodium Lactate"
274619,25-34,Normal,Acne,Dark,"Lactic Acid,Sodium Lactate"
274620,25-34,Normal,Redness,Tan,"Lactic Acid,Sodium Lactate"
274626,25-34,Dry,Acne,Ebony,Lactic Acid
274627,25-34,Combination,Aging,Fair,Lactic Acid
274628,35-44,Dry,Aging,Light,Lactic Acid
274629,18-24,Combination,Aging,Light,Lactic Acid
274630,25-34,Normal,Acne,Fair,Lactic Acid
274631,25-34,Combination,Acne,Light,Lactic Acid
274632,18-24,Combination,Acne,Fair,Lactic Acid
274634,18-24,Combination,Acne,Olive,Lactic Acid
274636,25-34,Combination,Acne,Deep,Lactic Acid
274637,25-34,Oily,Acne,Olive,Lactic Acid
274640,25-34,Combination,Dark circles,Medium,Lactic Acid
274641,25-34,Combination,Dark circles,Fair,Lactic Acid
274642,18-24,Combination,Acne,Light,Lactic Acid
274643,25-34,Combination,Blackheads,Deep,Lactic Acid
274644,18-24,Normal,Redness,Fair,Lactic Acid
274645,18-24,Combination,Blackheads,Light,Lactic Acid
274646,25-34,Dry,Aging,Fair,Lactic Acid
274647,18-24,Combination,Blackheads,Tan,Lactic Acid
274648,25-34,Combination,Acne,Tan,Lactic Acid
274649,25-34,Combination,Aging,Light,Lactic Acid
274650,18-24,Combination,Aging,Medium,Lactic Acid
274651,18-24,Combination,Aging,Olive,Lactic Acid
274652,25-34,Combination,Acne,Dark,Lactic Acid
274653,25-34,Combination,Acne,Porcelain,Lactic Acid
274654,18-24,Oily,Aging,Medium,Lactic Acid
274655,18-24,Combination,Acne,Medium,Lactic Acid
274656,18-24,Oily,Acne,Light,Lactic Acid
274657,18-24,Oily,Acne,Fair,Lactic Acid
274659,18-24,Combination,Cuticles,Olive,Lactic Acid
274660,25-34,Dry,Aging,Light,Lactic Acid
274661,45-54,Normal,Aging,Medium,Lactic Acid
274662,35-44,Combination,Acne,Light,Lactic Acid
274663,18-24,Oily,Aging,Light,Lactic Acid
274664,35-44,Combination,Acne,Medium,Lactic Acid
274666,25-34,Normal,Aging,Fair,Lactic Acid
274668,35-44,Combination,Blackheads,Porcelain,Lactic Acid
274669,25-34,Normal,Acne,Tan,Lactic Acid
274670,25-34,Oily,Acne,Fair,Lactic Acid
274673,25-34,Combination,Acne,Medium,Lactic Acid
274674,18-24,Combination,Acne,Tan,Lactic Acid
274675,25-34,Dry,Blackheads,Ebony,Lactic Acid
274678,25-34,Combination,Aging,Medium,Lactic Acid
274679,25-34,Combination,Blackheads,Tan,Lactic Acid
274680,35-44,Combination,Aging,Medium,Lactic Acid
274683,25-34,Dry,Acne,Light,Lactic Acid
274686,25-34,Combination,Blackheads,Light,Lactic Acid
274688,25-34,Combination,Blackheads,Fair,Lactic Acid
274689,18-24,Normal,Dark circles,Light,Lactic Acid
274690,13-17,Dry,Acne,Porcelain,Lactic Acid
274693,35-44,Combination,Acne,Tan,Lactic Acid
274697,45-54,Dry,Dullness,Tan,Lactic Acid
274698,25-34,Combination,Aging,Tan,Lactic Acid
274699,25-34,Combination,Acne,Olive,Lactic Acid
274700,13-17,Normal,Acne,Tan,Lactic Acid
274701,25-34,Normal,Aging,Medium,Lactic Acid
274704,18-24,Normal,Acne,Medium,Lactic Acid
274705,25-34,Combination,Blackheads,Medium,Lactic Acid
274707,55-120,Normal,Aging,Fair,Lactic Acid
274710,25-34,Combination,Acne,Fair,Lactic Acid
274712,18-24,Normal,Aging,Fair,Lactic Acid
274713,45-54,Combination,Acne,Medium,Lactic Acid
274715,25-34,Oily,Acne,Tan,Lactic Acid
274718,25-34,Normal,Dark circles,Fair,Lactic Acid
274722,45-54,Combination,Acne,Light,Lactic Acid
274723,18-24,Dry,Sensitivity,Light,Lactic Acid
274725,18-24,Combination,Redness,Tan,Lactic Acid
274726,55-120,Combination,Acne,Light,Lactic Acid
274727,18-24,Dry,Acne,Light,Lactic Acid
274730,18-24,Normal,Aging,Medium,Lactic Acid
274731,35-44,Normal,Acne,Light,Lactic Acid
274732,35-44,Dry,Blackheads,Olive,Lactic Acid
274735,35-44,Combination,Sensitivity,Tan,Lactic Acid
274736,25-34,Combination,Aging,Olive,Lactic Acid
274739,18-24,Combination,Acne,Dark,Lactic Acid
274740,25-34,Combination,Dark circles,Light,Lactic Acid
274741,18-24,Dry,Aging,Deep,Lactic Acid
274743,35-44,Combination,Aging,Light,Lactic Acid
274746,18-24,Normal,Uneven skin tones,Tan,Lactic Acid
274750,25-34,Normal,Blackheads,Fair,Lactic Acid
274751,18-24,Dry,Blackheads,Tan,Lactic Acid
274752,18-24,Dry,Acne,Deep,Lactic Acid
274756,18-24,Combination,Dullness,Dark,Lactic Acid
274757,25-34,Dry,Aging,Tan,Lactic Acid
274760,13-17,Dry,Dullness,Medium,Lactic Acid
274763,25-34,Normal,Aging,Olive,Lactic Acid
274767,13-17,Combination,Acne,Light,Lactic Acid
274768,18-24,Combination,Acne,Porcelain,Lactic Acid
274771,25-34,Combination,Calluses,Medium,Lactic Acid
274775,18-24,Combination,Aging,Fair,Lactic Acid
274780,55-120,Combination,Sensitivity,Medium,Lactic Acid
274781,18-24,Combination,Dark circles,Olive,Lactic Acid
274783,18-24,Normal,Sensitivity,Medium,Lactic Acid
274785,25-34,Normal,Cuticles,Fair,Lactic Acid
274786,25-34,Normal,Acne,Olive,Lactic Acid
274787,18-24,Dry,Acne,Medium,Lactic Acid
274789,18-24,Normal,Aging,Porcelain,Lactic Acid
274793,25-34,Dry,Sensitivity,Porcelain,Lactic Acid
274794,25-34,Normal,Dark circles,Light,Lactic Acid
274797,25-34,Dry,Aging,Porcelain,Lactic Acid
274798,25-34,Dry,Aging,Medium,Lactic Acid
274802,45-54,Combination,Acne,Porcelain,Lactic Acid
274803,45-54,Dry,Blackheads,Medium,Lactic Acid
274804,18-24,Dry,Aging,Fair,Lactic Acid
274805,25-34,Combination,Sensitivity,Porcelain,Lactic Acid
274807,35-44,Combination,Dullness,Medium,Lactic Acid
274809,25-34,Dry,Acne,Olive,Lactic Acid
274813,13-17,Normal,Dullness,Deep,Lactic Acid
274817,35-44,Oily,Acne,Medium,Lactic Acid
274819,25-34,Normal,Blackheads,Light,Lactic Acid
274822,55-120,Combination,Cuticles,Tan,Lactic Acid
274823,35-44,Dry,Sensitivity,Dark,Lactic Acid
274824,13-17,Combination,Aging,Light,Lactic Acid
274827,35-44,Normal,Acne,Fair,Lactic Acid
274831,25-34,Dry,Acne,Fair,Lactic Acid
274836,18-24,Combination,Redness,Fair,Lactic Acid
274837,18-24,Combination,Redness,Medium,Lactic Acid
274840,25-34,Combination,Dullness,Porcelain,Lactic Acid
274841,18-24,Oily,Sensitivity,Dark,Lactic Acid
274842,35-44,Dry,Acne,Porcelain,Lactic Acid
274846,18-24,Oily,Acne,Deep,Lactic Acid
274848,18-24,Normal,Aging,Light,Lactic Acid
274849,35-44,Dry,Acne,Fair,Lactic Acid
274850,18-24,Normal,Dark circles,Fair,Lactic Acid
274851,18-24,Oily,Acne,Medium,Lactic Acid
274853,25-34,Combination,Dullness,Light,Lactic Acid
274854,35-44,Combination,Acne,Olive,Lactic Acid
274856,45-54,Normal,Acne,Light,Lactic Acid
274858,35-44,Combination,Dark circles,Tan,Lactic Acid
274862,25-34,Oily,Acne,Light,Lactic Acid
274863,18-24,Normal,Acne,Light,Lactic Acid
274864,18-24,Combination,Sensitivity,Fair,Lactic Acid
274865,35-44,Combination,Acne,Fair,Lactic Acid
274871,25-34,Oily,Redness,Medium,Lactic Acid
274873,13-17,Dry,Aging,Fair,Lactic Acid
274875,25-34,Normal,Acne,Light,Lactic Acid
274879,25-34,Combination,Blackheads,Olive,Lactic Acid
274884,18-24,Dry,Aging,Medium,Lactic Acid
274888,25-34,Normal,Aging,Light,Lactic Acid
274889,18-24,Combination,Blackheads,Dark,Lactic Acid
274897,18-24,Combination,Dullness,Light,Lactic Acid
274898,18-24,Combination,Dark circles,Porcelain,Lactic Acid
274900,25-34,Combination,Redness,Medium,Lactic Acid
274909,25-34,Dry,Acne,Medium,Lactic Acid
274910,35-44,Dry,Cuticles,Fair,Lactic Acid
274912,55-120,Combination,Acne,Tan,Lactic Acid
274917,25-34,Combination,Cellulite,Light,Lactic Acid
274918,55-120,Oily,Acne,Olive,Lactic Acid
274920,18-24,Normal,Redness,Light,Lactic Acid
274922,18-24,Dry,Dark circles,Porcelain,Lactic Acid
274925,25-34,Oily,Acne,Medium,Lactic Acid
274926,13-17,Oily,Aging,Medium,Lactic Acid
274931,45-54,Combination,Aging,Olive,Lactic Acid
274935,18-24,Normal,Uneven skin tones,Medium,Lactic Acid
274937,18-24,Dry,Aging,Tan,Lactic Acid
274938,25-34,Combination,Blackheads,Porcelain,Lactic Acid
274940,18-24,Normal,Cellulite,Deep,Lactic Acid
274941,45-54,Dry,Blackheads,Tan,Lactic Acid
274952,18-24,Normal,Acne,Fair,Lactic Acid
274956,18-24,Combination,Cellulite,Porcelain,Lactic Acid
274960,25-34,Combination,Dullness,Olive,Lactic Acid
274961,55-120,Dry,Aging,Dark,Lactic Acid
274963,25-34,Oily,Blackheads,Medium,Lactic Acid
274965,35-44,Dry,Aging,Porcelain,Lactic Acid
274966,55-120,Dry,Sensitivity,Medium,Lactic Acid
274967,13-17,Combination,Acne,Medium,Lactic Acid
274972,35-44,Combination,Dark circles,Ebony,Lactic Acid
274977,25-34,Normal,Acne,Medium,Lactic Acid
274984,18-24,Combination,Blackheads,Porcelain,Lactic Acid
274990,13-17,Combination,Acne,Fair,Lactic Acid
274998,18-24,Combination,Dullness,Porcelain,Lactic Acid
275003,18-24,Oily,Blackheads,Light,Lactic Acid
275005,55-120,Oily,Aging,Porcelain,Lactic Acid
275008,25-34,Normal,Blackheads,Porcelain,Lactic Acid
275014,55-120,Dry,Blackheads,Porcelain,Lactic Acid
275018,18-24,Combination,Blackheads,Medium,Lactic Acid
275019,18-24,Dry,Acne,Tan,Lactic Acid
275020,25-34,Dry,Aging,Olive,Lactic Acid
275026,25-34,Combination,Dark circles,Dark,Lactic Acid
275027,25-34,Normal,Dark circles,Tan,Lactic Acid
275028,55-120,Normal,Sun damage,Medium,Lactic Acid
275029,35-44,Normal,Dark circles,Light,Lactic Acid
275031,13-17,Normal,Acne,Light,Lactic Acid
275042,18-24,Combination,Uneven skin tones,Medium,Lactic Acid
275043,45-54,Combination,Dullness,Medium,Lactic Acid
275047,18-24,Normal,Aging,Tan,Lactic Acid
275048,55-120,Dry,Acne,Medium,Lactic Acid
275050,18-24,Dry,Redness,Light,Lactic Acid
275058,25-34,Combination,Redness,Light,Lactic Acid
275063,25-34,Oily,Aging,Light,Lactic Acid
275065,25-34,Oily,Aging,Fair,Lactic Acid
275066,35-44,Dry,Aging,Tan,Lactic Acid
275074,25-34,Normal,Sensitivity,Light,Lactic Acid
275078,18-24,Dry,Acne,Fair,Lactic Acid
275081,18-24,Combination,Acne,Deep,Lactic Acid
275083,25-34,Dry,Acne,Porcelain,Lactic Acid
275085,18-24,Normal,Aging,Olive,Lactic Acid
275086,25-34,Dry,Sensitivity,Tan,Lactic Acid
275087,25-34,Normal,Aging,Tan,Lactic Acid
275088,25-34,Combination,Aging,Deep,Lactic Acid
275093,25-34,Oily,Acne,Porcelain,Lactic Acid
275095,25-34,Dry,Redness,Light,Lactic Acid
275096,13-17,Normal,Aging,Medium,Lactic Acid
275098,25-34,Normal,Sensitivity,Medium,Lactic Acid
275100,18-24,Normal,Cellulite,Olive,Lactic Acid
275103,18-24,Combination,Blackheads,Fair,Lactic Acid
275105,13-17,Dry,Acne,Fair,Lactic Acid
275106,13-17,Normal,Dullness,Light,Lactic Acid
275109,25-34,Combination,Redness,Fair,Lactic Acid
275111,13-17,Combination,Acne,Porcelain,Lactic Acid
275114,13-17,Combination,Aging,Fair,Lactic Acid
275115,13-17,Combination,Aging,Medium,Lactic Acid
275125,35-44,Dry,Acne,Light,Lactic Acid
275127,18-24,Combination,Aging,Tan,Lactic Acid
275132,18-24,Oily,Dark circles,Light,Lactic Acid
275139,13-17,Normal,Dullness,Fair,Lactic Acid
275145,13-17,Dry,Aging,Porcelain,Lactic Acid
275158,13-17,Combination,Acne,Tan,Lactic Acid
275159,18-24,Dry,Aging,Porcelain,Lactic Acid
275162,55-120,Combination,Aging,Olive,Lactic Acid
275165,25-34,Combination,Dark circles,Tan,Lactic Acid
275171,25-34,Combination,Sensitivity,Tan,Lactic Acid
275178,13-17,Combination,Redness,Fair,Lactic Acid
275180,45-54,Combination,Dark circles,Light,Lactic Acid
275181,45-54,Dry,Aging,Porcelain,Lactic Acid
275183,55-120,Oily,Acne,Medium,Lactic Acid
275186,18-24,Dry,Acne,Porcelain,Lactic Acid
275190,55-120,Combination,Aging,Medium,Lactic Acid
275193,25-34,Oily,Acne,Dark,Lactic Acid
275194,35-44,Oily,Acne,Tan,Lactic Acid
275199,18-24,Dry,Aging,Light,Lactic Acid
275200,55-120,Combination,Dark circles,Light,Lactic Acid
275201,35-44,Normal,Aging,Fair,Lactic Acid
275208,18-24,Dry,Dark circles,Light,Lactic Acid
275211,25-34,Normal,Uneven skin tones,Olive,Lactic Acid
275217,25-34,Normal,Sun damage,Light,Lactic Acid
275218,45-54,Oily,Acne,Light,Lactic Acid
275219,25-34,Normal,Dullness,Deep,Lactic Acid
275221,25-34,Combination,Acne,Ebony,Lactic Acid
275225,35-44,Normal,Aging,Light,Lactic Acid
275234,55-120,Normal,Acne,Dark,Lactic Acid
275237,35-44,Dry,Aging,Medium,Lactic Acid
275238,25-34,Normal,Acne,Porcelain,Lactic Acid
275239,25-34,Oily,Acne,Deep,Lactic Acid
275240,35-44,Dry,Aging,Fair,Lactic Acid
275241,25-34,Dry,Dark circles,Medium,Lactic Acid
275257,55-120,Combination,Blackheads,Fair,Lactic Acid
275259,55-120,Dry,Sensitivity,Fair,Lactic Acid
275271,13-17,Dry,Acne,Olive,Lactic Acid
275273,55-120,Dry,Aging,Tan,Lactic Acid
275279,35-44,Combination,Blackheads,Deep,Lactic Acid
275280,35-44,Combination,Dark circles,Medium,Lactic Acid
275288,45-54,Dry,Aging,Medium,Lactic Acid
275293,35-44,Combination,Aging,Fair,Lactic Acid
275300,18-24,Dry,Dark circles,Fair,Lactic Acid
275301,18-24,Dry,Dullness,Fair,Lactic Acid
275303,25-34,Dry,Cellulite,Fair,Lactic Acid
275308,18-24,Normal,Sensitivity,Fair,Lactic Acid
275314,18-24,Combination,Uneven skin tones,Ebony,Lactic Acid
275315,25-34,Oily,Aging,Medium,Lactic Acid
275317,35-44,Combination,Acne,Porcelain,Lactic Acid
