,Age,SkinType,SkinConcerns,SkinTyone,Anti-Acne
490,25-34,Normal,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
491,18-24,Dry,Aging,Fair,"Niacinamide,Salicylic Acid,Sulfur"
492,18-24,Dry,Blackheads,Porcelain,"Niacinamide,Salicylic Acid,Sulfur"
493,25-34,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
494,18-24,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
495,18-24,Combination,Blackheads,Light,"Niacinamide,Salicylic Acid,Sulfur"
496,18-24,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
497,18-24,Combination,Pores,Ebony,"Niacinamide,Salicylic Acid,Sulfur"
498,18-24,Oily,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
499,25-34,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
500,13-17,Dry,Aging,Medium,"Niacinamide,Salicylic Acid,Sulfur"
501,18-24,Normal,Aging,Fair,"Niacinamide,Salicylic Acid,Sulfur"
502,25-34,Dry,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
503,35-44,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
504,13-17,Combination,Aging,Fair,"Niacinamide,Salicylic Acid,Sulfur"
505,18-24,Combination,Cuticles,Medium,"Niacinamide,Salicylic Acid,Sulfur"
506,13-17,Oily,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
507,18-24,Dry,Aging,Medium,"Niacinamide,Salicylic Acid,Sulfur"
508,18-24,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
509,18-24,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
510,25-34,Dry,Aging,Light,"Niacinamide,Salicylic Acid,Sulfur"
511,35-44,Combination,Acne,Tan,"Niacinamide,Salicylic Acid,Sulfur"
512,18-24,Combination,Aging,Light,"Niacinamide,Salicylic Acid,Sulfur"
513,25-34,Combination,Sun damage,Fair,"Niacinamide,Salicylic Acid,Sulfur"
514,18-24,Dry,Blackheads,Light,"Niacinamide,Salicylic Acid,Sulfur"
515,18-24,Dry,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
516,35-44,Dry,Sensitivity,Light,"Niacinamide,Salicylic Acid,Sulfur"
517,18-24,Dry,Acne,Porcelain,"Niacinamide,Salicylic Acid,Sulfur"
518,25-34,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
519,18-24,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
520,55-120,Dry,Blackheads,Fair,"Niacinamide,Salicylic Acid,Sulfur"
521,18-24,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
522,18-24,Dry,Blackheads,Light,"Niacinamide,Salicylic Acid,Sulfur"
523,25-34,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
524,25-34,Normal,Aging,Medium,"Niacinamide,Salicylic Acid,Sulfur"
525,35-44,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
526,18-24,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
527,18-24,Combination,Acne,Dark,"Niacinamide,Salicylic Acid,Sulfur"
528,18-24,Combination,Acne,Porcelain,"Niacinamide,Salicylic Acid,Sulfur"
529,18-24,Combination,Blackheads,Tan,"Niacinamide,Salicylic Acid,Sulfur"
530,25-34,Combination,Aging,Fair,"Niacinamide,Salicylic Acid,Sulfur"
531,18-24,Combination,Acne,Dark,"Niacinamide,Salicylic Acid,Sulfur"
532,25-34,Dry,Aging,Light,"Niacinamide,Salicylic Acid,Sulfur"
533,18-24,Oily,Acne,Tan,"Niacinamide,Salicylic Acid,Sulfur"
534,18-24,Normal,Aging,Medium,"Niacinamide,Salicylic Acid,Sulfur"
535,18-24,Oily,Blackheads,Fair,"Niacinamide,Salicylic Acid,Sulfur"
536,18-24,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
537,55-120,Normal,Acne,Olive,"Niacinamide,Salicylic Acid,Sulfur"
538,25-34,Normal,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
539,18-24,Combination,Dullness,Olive,"Niacinamide,Salicylic Acid,Sulfur"
540,25-34,Oily,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
541,18-24,Oily,Blackheads,Light,"Niacinamide,Salicylic Acid,Sulfur"
542,18-24,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
543,18-24,Combination,Acne,Olive,"Niacinamide,Salicylic Acid,Sulfur"
544,18-24,Oily,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
545,45-54,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
546,25-34,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
547,25-34,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
548,25-34,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
549,13-17,Combination,Aging,Fair,"Niacinamide,Salicylic Acid,Sulfur"
550,25-34,Normal,Blackheads,Fair,"Niacinamide,Salicylic Acid,Sulfur"
551,25-34,Combination,Acne,Olive,"Niacinamide,Salicylic Acid,Sulfur"
552,25-34,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
553,25-34,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
554,25-34,Normal,Sensitivity,Fair,"Niacinamide,Salicylic Acid,Sulfur"
555,18-24,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
556,35-44,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
557,25-34,Combination,Blackheads,Light,"Niacinamide,Salicylic Acid,Sulfur"
558,25-34,Dry,Acne,Tan,"Niacinamide,Salicylic Acid,Sulfur"
559,55-120,Combination,Aging,Light,"Niacinamide,Salicylic Acid,Sulfur"
560,18-24,Oily,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
561,18-24,Combination,Aging,Fair,"Niacinamide,Salicylic Acid,Sulfur"
562,18-24,Oily,Acne,Tan,"Niacinamide,Salicylic Acid,Sulfur"
563,18-24,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
564,35-44,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
565,55-120,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
566,25-34,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
567,18-24,Normal,Aging,Light,"Niacinamide,Salicylic Acid,Sulfur"
568,55-120,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
569,18-24,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
570,25-34,Combination,Acne,Deep,"Niacinamide,Salicylic Acid,Sulfur"
571,25-34,Combination,Acne,Porcelain,"Niacinamide,Salicylic Acid,Sulfur"
572,25-34,Normal,Aging,Deep,"Niacinamide,Salicylic Acid,Sulfur"
573,18-24,Oily,Acne,Tan,"Niacinamide,Salicylic Acid,Sulfur"
574,25-34,Combination,Aging,Medium,"Niacinamide,Salicylic Acid,Sulfur"
575,25-34,Normal,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
576,25-34,Normal,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
577,18-24,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
578,25-34,Dry,Acne,Porcelain,"Niacinamide,Salicylic Acid,Sulfur"
579,55-120,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
580,18-24,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
581,25-34,Normal,Aging,Light,"Niacinamide,Salicylic Acid,Sulfur"
582,25-34,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
583,25-34,Combination,Sensitivity,Light,"Niacinamide,Salicylic Acid,Sulfur"
584,25-34,Combination,Dark circles,Medium,"Niacinamide,Salicylic Acid,Sulfur"
585,25-34,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
586,18-24,Dry,Acne,Olive,"Niacinamide,Salicylic Acid,Sulfur"
587,25-34,Combination,Dullness,Dark,"Niacinamide,Salicylic Acid,Sulfur"
588,25-34,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
589,18-24,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
590,25-34,Normal,Blackheads,Dark,"Niacinamide,Salicylic Acid,Sulfur"
591,18-24,Combination,Dark circles,Dark,"Niacinamide,Salicylic Acid,Sulfur"
592,25-34,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
593,25-34,Oily,Blackheads,Porcelain,"Niacinamide,Salicylic Acid,Sulfur"
594,18-24,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
595,25-34,Dry,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
596,25-34,Combination,Aging,Light,"Niacinamide,Salicylic Acid,Sulfur"
597,25-34,Oily,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
598,18-24,Oily,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
599,18-24,Dry,Aging,Light,"Niacinamide,Salicylic Acid,Sulfur"
600,18-24,Combination,Dullness,Fair,"Niacinamide,Salicylic Acid,Sulfur"
601,18-24,Combination,Aging,Fair,"Niacinamide,Salicylic Acid,Sulfur"
602,25-34,Combination,Aging,Medium,"Niacinamide,Salicylic Acid,Sulfur"
603,25-34,Combination,Aging,Light,"Niacinamide,Salicylic Acid,Sulfur"
604,25-34,Normal,Blackheads,Light,"Niacinamide,Salicylic Acid,Sulfur"
605,25-34,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
606,18-24,Combination,Acne,Tan,"Niacinamide,Salicylic Acid,Sulfur"
607,25-34,Dry,Aging,Medium,"Niacinamide,Salicylic Acid,Sulfur"
608,25-34,Combination,Aging,Dark,"Niacinamide,Salicylic Acid,Sulfur"
609,25-34,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
610,13-17,Combination,Acne,Porcelain,"Niacinamide,Salicylic Acid,Sulfur"
611,25-34,Dry,Blackheads,Medium,"Niacinamide,Salicylic Acid,Sulfur"
612,18-24,Dry,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
613,25-34,Dry,Aging,Medium,"Niacinamide,Salicylic Acid,Sulfur"
614,25-34,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
615,25-34,Combination,Acne,Porcelain,"Niacinamide,Salicylic Acid,Sulfur"
616,25-34,Combination,Blackheads,Fair,"Niacinamide,Salicylic Acid,Sulfur"
617,25-34,Combination,Aging,Light,"Niacinamide,Salicylic Acid,Sulfur"
618,25-34,Combination,Acne,Olive,"Niacinamide,Salicylic Acid,Sulfur"
619,25-34,Dry,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
620,13-17,Dry,Blackheads,Fair,"Niacinamide,Salicylic Acid,Sulfur"
621,25-34,Normal,Acne,Tan,"Niacinamide,Salicylic Acid,Sulfur"
622,25-34,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
623,18-24,Oily,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
624,25-34,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
625,18-24,Combination,Blackheads,Tan,"Niacinamide,Salicylic Acid,Sulfur"
626,25-34,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
627,25-34,Dry,Blackheads,Light,"Niacinamide,Salicylic Acid,Sulfur"
628,18-24,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
629,18-24,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
630,25-34,Dry,Aging,Light,"Niacinamide,Salicylic Acid,Sulfur"
631,18-24,Oily,Aging,Light,"Niacinamide,Salicylic Acid,Sulfur"
632,45-54,Combination,Dullness,Tan,"Niacinamide,Salicylic Acid,Sulfur"
633,25-34,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
634,25-34,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
635,18-24,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
636,18-24,Combination,Acne,Olive,"Niacinamide,Salicylic Acid,Sulfur"
637,18-24,Dry,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
638,25-34,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
639,13-17,Oily,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
640,18-24,Oily,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
641,13-17,Combination,Sun damage,Olive,"Niacinamide,Salicylic Acid,Sulfur"
642,18-24,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
643,25-34,Oily,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
644,18-24,Normal,Dullness,Medium,"Niacinamide,Salicylic Acid,Sulfur"
645,18-24,Oily,Acne,Porcelain,"Niacinamide,Salicylic Acid,Sulfur"
646,25-34,Normal,Aging,Light,"Niacinamide,Salicylic Acid,Sulfur"
647,25-34,Dry,Aging,Light,"Niacinamide,Salicylic Acid,Sulfur"
648,18-24,Normal,Aging,Light,"Niacinamide,Salicylic Acid,Sulfur"
649,45-54,Combination,Aging,Deep,"Niacinamide,Salicylic Acid,Sulfur"
650,35-44,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
651,25-34,Dry,Aging,Porcelain,"Niacinamide,Salicylic Acid,Sulfur"
652,25-34,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
653,18-24,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
654,18-24,Combination,Acne,Olive,"Niacinamide,Salicylic Acid,Sulfur"
655,18-24,Oily,Blackheads,Light,"Niacinamide,Salicylic Acid,Sulfur"
656,18-24,Combination,Aging,Medium,"Niacinamide,Salicylic Acid,Sulfur"
657,18-24,Dry,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
658,25-34,Dry,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
659,18-24,Dry,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
660,25-34,Combination,Acne,Dark,"Niacinamide,Salicylic Acid,Sulfur"
661,25-34,Combination,Aging,Medium,"Niacinamide,Salicylic Acid,Sulfur"
662,25-34,Combination,Aging,Olive,"Niacinamide,Salicylic Acid,Sulfur"
663,35-44,Oily,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
664,25-34,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
665,18-24,Combination,Acne,Porcelain,"Niacinamide,Salicylic Acid,Sulfur"
666,18-24,Dry,Aging,Medium,"Niacinamide,Salicylic Acid,Sulfur"
667,25-34,Oily,Acne,Porcelain,"Niacinamide,Salicylic Acid,Sulfur"
668,35-44,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
669,25-34,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
670,25-34,Combination,Acne,Dark,"Niacinamide,Salicylic Acid,Sulfur"
671,25-34,Combination,Aging,Tan,"Niacinamide,Salicylic Acid,Sulfur"
672,25-34,Combination,Sun damage,Fair,"Niacinamide,Salicylic Acid,Sulfur"
673,13-17,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
674,18-24,Oily,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
675,18-24,Combination,Acne,Dark,"Niacinamide,Salicylic Acid,Sulfur"
676,25-34,Normal,Aging,Medium,"Niacinamide,Salicylic Acid,Sulfur"
677,25-34,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
678,35-44,Combination,Acne,Deep,"Niacinamide,Salicylic Acid,Sulfur"
679,18-24,Combination,Aging,Light,"Niacinamide,Salicylic Acid,Sulfur"
680,18-24,Combination,Blackheads,Olive,"Niacinamide,Salicylic Acid,Sulfur"
681,25-34,Dry,Aging,Light,"Niacinamide,Salicylic Acid,Sulfur"
682,45-54,Combination,Aging,Porcelain,"Niacinamide,Salicylic Acid,Sulfur"
683,25-34,Dry,Aging,Medium,"Niacinamide,Salicylic Acid,Sulfur"
684,25-34,Oily,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
685,18-24,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
686,18-24,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
687,13-17,Dry,Dark circles,Light,"Niacinamide,Salicylic Acid,Sulfur"
688,18-24,Dry,Aging,Medium,"Niacinamide,Salicylic Acid,Sulfur"
689,35-44,Dry,Acne,Porcelain,"Niacinamide,Salicylic Acid,Sulfur"
690,18-24,Oily,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
691,25-34,Combination,Aging,Medium,"Niacinamide,Salicylic Acid,Sulfur"
692,18-24,Normal,Sun damage,Light,"Niacinamide,Salicylic Acid,Sulfur"
693,18-24,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
694,25-34,Dry,Dark circles,Fair,"Niacinamide,Salicylic Acid,Sulfur"
695,25-34,Oily,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
696,18-24,Oily,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
697,55-120,Normal,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
698,18-24,Normal,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
699,35-44,Normal,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
700,18-24,Oily,Blackheads,Fair,"Niacinamide,Salicylic Acid,Sulfur"
701,18-24,Combination,Acne,Olive,"Niacinamide,Salicylic Acid,Sulfur"
702,25-34,Oily,Blackheads,Medium,"Niacinamide,Salicylic Acid,Sulfur"
703,18-24,Combination,Blackheads,Deep,"Niacinamide,Salicylic Acid,Sulfur"
704,25-34,Oily,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
705,55-120,Dry,Dullness,Medium,"Niacinamide,Salicylic Acid,Sulfur"
706,18-24,Combination,Acne,Tan,"Niacinamide,Salicylic Acid,Sulfur"
707,25-34,Dry,Aging,Porcelain,"Niacinamide,Salicylic Acid,Sulfur"
708,18-24,Oily,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
709,25-34,Dry,Sensitivity,Dark,"Niacinamide,Salicylic Acid,Sulfur"
710,18-24,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
711,55-120,Oily,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
712,25-34,Dry,Dark circles,Medium,"Niacinamide,Salicylic Acid,Sulfur"
713,25-34,Oily,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
714,18-24,Combination,Acne,Tan,"Niacinamide,Salicylic Acid,Sulfur"
715,18-24,Dry,Sensitivity,Fair,"Niacinamide,Salicylic Acid,Sulfur"
716,18-24,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
717,18-24,Normal,Acne,Tan,"Niacinamide,Salicylic Acid,Sulfur"
718,18-24,Oily,Acne,Olive,"Niacinamide,Salicylic Acid,Sulfur"
719,18-24,Normal,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
720,25-34,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
721,18-24,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
722,18-24,Oily,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
723,18-24,Combination,Aging,Light,"Niacinamide,Salicylic Acid,Sulfur"
724,18-24,Combination,Blackheads,Fair,"Niacinamide,Salicylic Acid,Sulfur"
725,25-34,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
726,18-24,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
727,25-34,Combination,Aging,Dark,"Niacinamide,Salicylic Acid,Sulfur"
728,18-24,Normal,Acne,Porcelain,"Niacinamide,Salicylic Acid,Sulfur"
729,18-24,Combination,Sun damage,Light,"Niacinamide,Salicylic Acid,Sulfur"
730,25-34,Oily,Blackheads,Olive,"Niacinamide,Salicylic Acid,Sulfur"
731,13-17,Normal,Acne,Dark,"Niacinamide,Salicylic Acid,Sulfur"
732,18-24,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
733,18-24,Normal,Dullness,Olive,"Niacinamide,Salicylic Acid,Sulfur"
734,25-34,Combination,Acne,Olive,"Niacinamide,Salicylic Acid,Sulfur"
735,18-24,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
736,18-24,Normal,Aging,Light,"Niacinamide,Salicylic Acid,Sulfur"
737,18-24,Oily,Acne,Olive,"Niacinamide,Salicylic Acid,Sulfur"
738,25-34,Combination,Aging,Medium,"Niacinamide,Salicylic Acid,Sulfur"
739,25-34,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
740,25-34,Dry,Cellulite,Light,"Niacinamide,Salicylic Acid,Sulfur"
741,18-24,Oily,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
742,35-44,Combination,Acne,Olive,"Niacinamide,Salicylic Acid,Sulfur"
743,18-24,Dry,Aging,Light,"Niacinamide,Salicylic Acid,Sulfur"
744,25-34,Normal,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
745,25-34,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
746,35-44,Combination,Acne,Porcelain,"Niacinamide,Salicylic Acid,Sulfur"
747,25-34,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
748,25-34,Combination,Blackheads,Olive,"Niacinamide,Salicylic Acid,Sulfur"
749,13-17,Oily,Acne,Olive,"Niacinamide,Salicylic Acid,Sulfur"
750,55-120,Normal,Dullness,Light,"Niacinamide,Salicylic Acid,Sulfur"
751,18-24,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
752,18-24,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
753,18-24,Oily,Acne,Olive,"Niacinamide,Salicylic Acid,Sulfur"
754,18-24,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
755,18-24,Combination,Aging,Light,"Niacinamide,Salicylic Acid,Sulfur"
756,18-24,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
757,25-34,Combination,Cellulite,Olive,"Niacinamide,Salicylic Acid,Sulfur"
758,25-34,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
759,18-24,Combination,Aging,Olive,"Niacinamide,Salicylic Acid,Sulfur"
760,25-34,Dry,Acne,Porcelain,"Niacinamide,Salicylic Acid,Sulfur"
761,55-120,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
762,13-17,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
763,25-34,Combination,Dullness,Light,"Niacinamide,Salicylic Acid,Sulfur"
764,18-24,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
765,25-34,Combination,Dullness,Light,"Niacinamide,Salicylic Acid,Sulfur"
766,18-24,Combination,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
767,25-34,Oily,Aging,Light,"Niacinamide,Salicylic Acid,Sulfur"
768,18-24,Dry,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
769,18-24,Combination,Aging,Porcelain,"Niacinamide,Salicylic Acid,Sulfur"
770,25-34,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
771,25-34,Oily,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
772,25-34,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
773,18-24,Combination,Acne,Porcelain,"Niacinamide,Salicylic Acid,Sulfur"
774,55-120,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
775,18-24,Combination,Dark circles,Olive,"Niacinamide,Salicylic Acid,Sulfur"
776,25-34,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
777,25-34,Combination,Blackheads,Fair,"Niacinamide,Salicylic Acid,Sulfur"
778,18-24,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
779,18-24,Dry,Aging,Medium,"Niacinamide,Salicylic Acid,Sulfur"
780,25-34,Oily,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
781,25-34,Oily,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
782,18-24,Dry,Acne,Porcelain,"Niacinamide,Salicylic Acid,Sulfur"
783,18-24,Dry,Aging,Medium,"Niacinamide,Salicylic Acid,Sulfur"
784,18-24,Dry,Acne,Medium,"Niacinamide,Salicylic Acid,Sulfur"
785,25-34,Oily,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
786,18-24,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
787,13-17,Combination,Blackheads,Light,"Niacinamide,Salicylic Acid,Sulfur"
788,18-24,Combination,Acne,Light,"Niacinamide,Salicylic Acid,Sulfur"
789,25-34,Dry,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
790,18-24,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
791,13-17,Combination,Acne,Fair,"Niacinamide,Salicylic Acid,Sulfur"
792,35-44,Combination,Aging,Olive,"Niacinamide,Salicylic Acid,Sulfur"
793,55-120,Combination,Aging,Olive,"Niacinamide,Salicylic Acid,Sulfur"
794,25-34,Combination,Acne,Porcelain,"Niacinamide,Salicylic Acid,Sulfur"
